Years of Experience,Salary Average,Education Level
8.0,80000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,90000.0,Bachelor's Degree
3.0,45000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
3.0,45000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
11.0,110000.0,Bachelor's Degree
15.0,150000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,90000.0,Bachelor's Degree
7.0,90000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
13.0,130000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,90000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
13.0,130000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
7.0,90000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
13.0,130000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,90000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
13.0,130000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
7.0,90000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
13.0,130000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,90000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
13.0,130000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
7.0,90000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
13.0,130000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,90000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
