Age,Gender,Education Level,Job Title,Years of Experience,Salary
30,Male,Bachelor's Degree,Data Analyst,5,160000
24,Male,Bachelor's Degree,Data Analyst,1,95000
27,Male,Bachelor's Degree,Software Engineer,4,140000
26,Male,Bachelor's Degree,Data Analyst,3,130000
31,Male,Bachelor's Degree,Data Analyst,9,195000
28,Female,Bachelor's Degree,Software Engineer,5,160000
26,Female,Bachelor's Degree,Data Analyst,3,130000
27,Female,Bachelor's Degree,Product Manager,4,150000
24,Male,Bachelor's Degree,Data Analyst,1,90000
25,Male,Bachelor's Degree,Data Analyst,2,115000
28,Male,Bachelor's Degree,Software Engineer,5,165000
26,Male,Bachelor's Degree,Data Analyst,3,130000
32,Male,Bachelor's Degree,Software Engineer,8,190000
27,Male,Bachelor's Degree,Software Engineer,4,140000
30,Male,Bachelor's Degree,Data Analyst,5,160000
24,Male,Bachelor's Degree,Data Analyst,1,92000
28,Female,Bachelor's Degree,Software Engineer,5,160000
26,Male,Bachelor's Degree,Data Analyst,3,130000
32,Male,Bachelor's Degree,Software Engineer,8,190000
25,Male,Bachelor's Degree,Data Analyst,2,110000
27,Male,Bachelor's Degree,Software Engineer,4,140000
31,Male,Bachelor's Degree,Data Analyst,9,195000
28,Female,Bachelor's Degree,Software Engineer,5,160000
26,Male,Bachelor's Degree,Data Analyst,3,130000
32,Male,Bachelor's Degree,Software Engineer,8,190000
24,Male,Bachelor's Degree,Data Analyst,1,90000
27,Male,Bachelor's Degree,Software Engineer,4,140000
25,Female,Bachelor's Degree,Data Analyst,2,110000
31,Male,Bachelor's Degree,Data Analyst,9,195000
28,Female,Bachelor's Degree,Software Engineer,5,160000
26,Male,Bachelor's Degree,Data Analyst,3,130000
32,Male,Bachelor's Degree,Software Engineer,8,190000
24,Male,Bachelor's Degree,Data Analyst,1,90000
27,Male,Bachelor's Degree,Software Engineer,4,140000
25,Female,Bachelor's Degree,Data Analyst,2,110000
31,Male,Bachelor's Degree,Data Analyst,9,195000
28,Female,Bachelor's Degree,Software Engineer,5,160000
26,Male,Bachelor's Degree,Data Analyst,3,130000
32,Male,Bachelor's Degree,Software Engineer,8,190000
24,Male,Bachelor's Degree,Data Analyst,1,90000
27,Male,Bachelor's Degree,Software Engineer,4,140000
25,Female,Bachelor's Degree,Data Analyst,2,110000
31,Male,Bachelor's Degree,Data Analyst,9,195000
28,Female,Bachelor's Degree,Software Engineer,5,160000
26,Male,Bachelor's Degree,Data Analyst,3,130000
32,Male,Bachelor's Degree,Software Engineer,8,190000
24,Male,Bachelor's Degree,Data Analyst,1,90000
27,Male,Bachelor's Degree,Software Engineer,4,140000
25,Female,Bachelor's Degree,Data Analyst,2,110000
31,Male,Bachelor's Degree,Data Analyst,9,195000
28,Female,Bachelor's Degree,Software Engineer,5,160000
26,Male,Bachelor's Degree,Data Analyst,3,130000
32,Male,Bachelor's Degree,Software Engineer,8,190000
24,Male,Bachelor's Degree,Data Analyst,1,90000
27,Male,Bachelor's Degree,Software Engineer,4,140000
25,Female,Bachelor's Degree,Data Analyst,2,110000
31,Male,Bachelor's Degree,Data Analyst,9,195000
28,Female,Bachelor's Degree,Software Engineer,5,160000
26,Male,Bachelor's Degree,Data Analyst,3,130000
32,Male,Bachelor's Degree,Software Engineer,8,190000
24,Male,Bachelor's Degree,Data Analyst,1,90000
27,Male,Bachelor's Degree,Software Engineer,4,140000
25,Female,Bachelor's Degree,Data Analyst,2,110000
31,Male,Bachelor's Degree,Data Analyst,9,195000
28,Female,Bachelor's Degree,Software Engineer,5,160000
26,Male,Bachelor's Degree,Data Analyst,3,130000
32,Male,Bachelor's Degree,Software Engineer,8,190000
24,Male,Bachelor's Degree,Data Analyst,1,90000
27,Male,Bachelor's Degree,Software Engineer,4,140000
25,Female,Bachelor's Degree,Data Analyst,2,110000
31,Male,Bachelor's Degree,Data Analyst,9,195000
28,Female,Bachelor's Degree,Software Engineer,5,160000
26,Male,Bachelor's Degree,Data Analyst,3,130000
32,Male,Bachelor's Degree,Software Engineer,8,190000
24,Male,Bachelor's Degree,Data Analyst,1,90000
27,Male,Bachelor's Degree,Software Engineer,4,140000
25,Female,Bachelor's Degree,Data Analyst,2,110000
31,Male,Bachelor's Degree,Data Analyst,9,195000
28,Female,Bachelor's Degree,Software Engineer,5,160000
26,Male,Bachelor's Degree,Data Analyst,3,130000
32,Male,Bachelor's Degree,Software Engineer,8,190000
24,Male,Bachelor's Degree,Data Analyst,1,90000
27,Male,Bachelor's Degree,Software Engineer,4,140000
25,Female,Bachelor's Degree,Data Analyst,2,110000
31,Male,Bachelor's Degree,Data Analyst,9,195000
28,Female,Bachelor's Degree,Software Engineer,5,160000
26,Male,Bachelor's Degree,Data Analyst,3,130000
32,Male,Bachelor's Degree,Software Engineer,8,190000
24,Male,Bachelor's Degree,Data Analyst,1,90000
27,Male,Bachelor's Degree,Software Engineer,4,140000
25,Female,Bachelor's Degree,Data Analyst,2,110000
27,Male,Bachelor's Degree,Software Engineer,4,160000
32,Male,Bachelor's Degree,Data Scientist,8,180000
30,Male,Bachelor's Degree,Data Analyst,5,140000
24,Male,Bachelor's Degree,Data Analyst,2,100000
27,Male,Bachelor's Degree,Software Engineer,4,160000
26,Male,Bachelor's Degree,Data Analyst,3,120000
31,Male,Bachelor's Degree,Data Analyst,9,190000
28,Female,Bachelor's Degree,Software Engineer,5,150000
26,Female,Bachelor's Degree,Data Analyst,3,120000
27,Female,Bachelor's Degree,Product Manager,4,130000
24,Male,Bachelor's Degree,Data Analyst,2,95000
25,Male,Bachelor's Degree,Data Analyst,2,100000
28,Male,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,120000
32,Male,Bachelor's Degree,Data Scientist,8,180000
27,Male,Bachelor's Degree,Software Engineer,4,160000
30,Male,Bachelor's Degree,Data Analyst,5,140000
24,Male,Bachelor's Degree,Data Analyst,2,95000
28,Female,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,120000
32,Male,Bachelor's Degree,Software Engineer,8,180000
25,Male,Bachelor's Degree,Data Analyst,2,100000
27,Male,Bachelor's Degree,Software Engineer,4,160000
31,Male,Bachelor's Degree,Data Analyst,9,190000
28,Female,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,120000
32,Male,Bachelor's Degree,Software Engineer,8,180000
24,Male,Bachelor's Degree,Data Analyst,2,95000
27,Male,Bachelor's Degree,Software Engineer,4,160000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
28,Female,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,120000
32,Male,Bachelor's Degree,Software Engineer,8,180000
24,Male,Bachelor's Degree,Data Analyst,2,95000
27,Male,Bachelor's Degree,Software Engineer,4,160000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
28,Female,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,120000
32,Male,Bachelor's Degree,Software Engineer,8,180000
24,Male,Bachelor's Degree,Data Analyst,2,95000
27,Male,Bachelor's Degree,Software Engineer,4,160000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
28,Female,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,120000
32,Male,Bachelor's Degree,Software Engineer,8,180000
24,Male,Bachelor's Degree,Data Analyst,2,95000
27,Male,Bachelor's Degree,Software Engineer,4,160000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
28,Female,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,120000
32,Male,Bachelor's Degree,Software Engineer,8,180000
24,Male,Bachelor's Degree,Data Analyst,2,95000
27,Male,Bachelor's Degree,Software Engineer,4,160000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
28,Female,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,120000
32,Male,Bachelor's Degree,Software Engineer,8,180000
24,Male,Bachelor's Degree,Data Analyst,2,95000
27,Male,Bachelor's Degree,Software Engineer,4,160000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
28,Female,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,120000
32,Male,Bachelor's Degree,Software Engineer,8,180000
24,Male,Bachelor's Degree,Data Analyst,2,95000
27,Male,Bachelor's Degree,Software Engineer,4,160000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
28,Female,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,120000
32,Male,Bachelor's Degree,Software Engineer,8,180000
24,Male,Bachelor's Degree,Data Analyst,2,95000
27,Male,Bachelor's Degree,Software Engineer,4,160000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
28,Female,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,120000
32,Male,Bachelor's Degree,Software Engineer,8,180000
24,Male,Bachelor's Degree,Data Analyst,2,95000
27,Male,Bachelor's Degree,Software Engineer,4,160000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
28,Female,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,120000
32,Male,Bachelor's Degree,Software Engineer,8,180000
24,Male,Bachelor's Degree,Data Analyst,2,95000
27,Male,Bachelor's Degree,Software Engineer,4,160000
25,Female,Bachelor's Degree,Data Analyst,2,100000
29,Male,Bachelor's Degree,Software Engineer,7,180000
27,Female,Bachelor's Degree,Data Analyst,5,120000
28,Male,Bachelor's Degree,Software Engineer,4,160000
26,Female,Bachelor's Degree,Data Analyst,3,100000
31,Male,Bachelor's Degree,Product Manager,8,190000
32,Female,Bachelor's Degree,Data Scientist,9,185000
29,Male,Bachelor's Degree,Data Analyst,7,130000
35,Female,Bachelor's Degree,Product Manager,12,190000
27,Male,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,110000
30,Female,Bachelor's Degree,Software Engineer,8,180000
29,Female,Bachelor's Degree,Data Analyst,7,130000
32,Male,Bachelor's Degree,Software Engineer,10,190000
34,Male,Bachelor's Degree,Software Engineer,12,195000
25,Female,Bachelor's Degree,Data Analyst,2,90000
30,Male,Bachelor's Degree,Product Manager,8,185000
29,Female,Bachelor's Degree,Data Analyst,6,120000
31,Male,Bachelor's Degree,Software Engineer,9,180000
26,Female,Bachelor's Degree,Data Analyst,3,100000
28,Male,Bachelor's Degree,Software Engineer,4,160000
27,Female,Bachelor's Degree,Data Analyst,5,125000
32,Female,Bachelor's Degree,Data Scientist,9,185000
29,Male,Bachelor's Degree,Data Analyst,7,130000
35,Female,Bachelor's Degree,Product Manager,12,190000
27,Male,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,110000
30,Female,Bachelor's Degree,Software Engineer,8,180000
29,Female,Bachelor's Degree,Data Analyst,7,130000
32,Male,Bachelor's Degree,Software Engineer,10,190000
34,Male,Bachelor's Degree,Software Engineer,12,195000
25,Female,Bachelor's Degree,Data Analyst,2,90000
30,Male,Bachelor's Degree,Product Manager,8,185000
29,Female,Bachelor's Degree,Data Analyst,6,120000
31,Male,Bachelor's Degree,Software Engineer,9,180000
26,Female,Bachelor's Degree,Data Analyst,3,100000
28,Male,Bachelor's Degree,Software Engineer,4,160000
27,Female,Bachelor's Degree,Data Analyst,5,125000
32,Female,Bachelor's Degree,Data Scientist,9,185000
29,Male,Bachelor's Degree,Data Analyst,7,130000
35,Female,Bachelor's Degree,Product Manager,12,190000
27,Male,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,110000
30,Female,Bachelor's Degree,Software Engineer,8,180000
29,Female,Bachelor's Degree,Data Analyst,7,130000
32,Male,Bachelor's Degree,Software Engineer,10,190000
34,Male,Bachelor's Degree,Software Engineer,12,195000
25,Female,Bachelor's Degree,Data Analyst,2,90000
30,Male,Bachelor's Degree,Product Manager,8,185000
29,Female,Bachelor's Degree,Data Analyst,6,120000
31,Male,Bachelor's Degree,Software Engineer,9,180000
26,Female,Bachelor's Degree,Data Analyst,3,100000
28,Male,Bachelor's Degree,Software Engineer,4,160000
27,Female,Bachelor's Degree,Data Analyst,5,125000
32,Female,Bachelor's Degree,Data Scientist,9,185000
29,Male,Bachelor's Degree,Data Analyst,7,130000
35,Female,Bachelor's Degree,Product Manager,12,190000
27,Male,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,110000
30,Female,Bachelor's Degree,Software Engineer,8,180000
29,Female,Bachelor's Degree,Data Analyst,7,130000
32,Male,Bachelor's Degree,Software Engineer,10,190000
34,Male,Bachelor's Degree,Software Engineer,12,195000
25,Female,Bachelor's Degree,Data Analyst,2,90000
30,Male,Bachelor's Degree,Product Manager,8,185000
29,Female,Bachelor's Degree,Data Analyst,6,120000
31,Male,Bachelor's Degree,Software Engineer,9,180000
26,Female,Bachelor's Degree,Data Analyst,3,100000
28,Male,Bachelor's Degree,Software Engineer,4,160000
27,Female,Bachelor's Degree,Data Analyst,5,125000
32,Female,Bachelor's Degree,Data Scientist,9,185000
29,Male,Bachelor's Degree,Data Analyst,7,130000
35,Female,Bachelor's Degree,Product Manager,12,190000
27,Male,Bachelor's Degree,Software Engineer,5,150000
26,Male,Bachelor's Degree,Data Analyst,3,110000
30,Female,Bachelor's Degree,Software Engineer,8,180000
29,Female,Bachelor's Degree,Data Analyst,7,130000
32,Male,Bachelor's Degree,Software Engineer,10,190000
34,Male,Bachelor's Degree,Software Engineer,12,195000
25,Female,Bachelor's Degree,Data Analyst,2,90000
30,Male,Bachelor's Degree,Product Manager,8,185000
32,Male,Bachelor's Degree,Data Analyst,5,135000
40,Male,Bachelor's Degree,Software Engineer,12,195000
35,Female,Bachelor's Degree,Product Manager,8,165000
29,Female,Bachelor's Degree,Software Engineer,4,150000
36,Male,Bachelor's Degree,Data Analyst,9,162000
42,Female,Bachelor's Degree,Software Engineer,13,197000
33,Male,Bachelor's Degree,Data Analyst,7,142000
41,Male,Bachelor's Degree,Software Engineer,11,185000
35,Female,Bachelor's Degree,Product Manager,8,170000
28,Male,Bachelor's Degree,Senior Software Engineer,7,175000
25,Male,Bachelor's Degree,Front end Developer,1,60000
32,Male,Bachelor's Degree,Back end Developer,4,95000
30,Female,Bachelor's Degree,Front end Developer,2,75000
32,Male,Bachelor's Degree,Full Stack Engineer,5,115000
27,Male,Bachelor's Degree,Senior Project Engineer,4,115000
26,Male,Bachelor's Degree,Front end Developer,2,70000
24,Female,Bachelor's Degree,Back end Developer,1,60000
23,Male,Bachelor's Degree,Full Stack Engineer,1,55000
33,Female,Bachelor's Degree,Front end Developer,5,105000
24,Male,Bachelor's Degree,Front end Developer,1,60000
29,Male,Bachelor's Degree,Full Stack Engineer,3,90000
29,Male,Bachelor's Degree,Front end Developer,3,80000
29,Female,Bachelor's Degree,Back end Developer,3,85000
23,Male,Bachelor's Degree,Back end Developer,1,55000
26,Male,Bachelor's Degree,Front end Developer,2,70000
24,Female,Bachelor's Degree,Back end Developer,1,60000
32,Male,Bachelor's Degree,Full Stack Engineer,5,120000
23,Male,Bachelor's Degree,Front end Developer,1,55000
23,Male,Bachelor's Degree,Front end Developer,1,55000
30,Male,Bachelor's Degree,Back end Developer,4,95000
27,Male,Bachelor's Degree,Front end Developer,3,80000
23,Female,Bachelor's Degree,Back end Developer,1,55000
28,Male,Bachelor's Degree,Front end Developer,2,70000
27,Male,Bachelor's Degree,Front end Developer,3,80000
23,Female,Bachelor's Degree,Front end Developer,1,55000
30,Male,Bachelor's Degree,Back end Developer,4,95000
28,Female,Bachelor's Degree,Front end Developer,2,70000
24,Male,Bachelor's Degree,Front end Developer,1,60000
28,Female,Bachelor's Degree,Front end Developer,3,80000
26,Male,Bachelor's Degree,Front end Developer,2,70000
27,Male,Bachelor's Degree,Front end Developer,2,70000
25,Male,Bachelor's Degree,Front end Developer,1,60000
24,Male,Bachelor's Degree,Front end Developer,1,60000
28,Male,Bachelor's Degree,Front end Developer,2,70000
27,Male,Bachelor's Degree,Front end Developer,3,80000
30,Male,Bachelor's Degree,Back end Developer,4,95000
24,Female,Bachelor's Degree,Back end Developer,1,60000
27,Male,Bachelor's Degree,Front end Developer,2,70000
24,Female,Bachelor's Degree,Front end Developer,1,55000
28,Female,Bachelor's Degree,Front end Developer,3,80000
29,Female,Bachelor's Degree,Front end Developer,3,85000
26,Male,Bachelor's Degree,Back end Developer,2,65000
29,Male,Bachelor's Degree,Front end Developer,3,80000
23,Female,Bachelor's Degree,Front end Developer,1,55000
27,Male,Bachelor's Degree,Front end Developer,3,80000
27,Male,Bachelor's Degree,Front end Developer,2,70000
25,Male,Bachelor's Degree,Front end Developer,1,55000
24,Male,Bachelor's Degree,Front end Developer,1,60000
28,Male,Bachelor's Degree,Front end Developer,2,70000
27,Male,Bachelor's Degree,Front end Developer,3,80000
30,Male,Bachelor's Degree,Back end Developer,4,95000
24,Female,Bachelor's Degree,Back end Developer,1,60000
27,Male,Bachelor's Degree,Front end Developer,2,70000
24,Female,Bachelor's Degree,Front end Developer,1,55000
28,Female,Bachelor's Degree,Front end Developer,3,80000
27,Male,Bachelor's Degree,Front end Developer,2,70000
28,Male,Bachelor's Degree,Front end Developer,2,70000
27,Male,Bachelor's Degree,Front end Developer,3,80000
24,Male,Bachelor's Degree,Back end Developer,1,55000
28,Male,Bachelor's Degree,Front end Developer,2,70000
27,Male,Bachelor's Degree,Front end Developer,3,80000
28,Male,Bachelor's Degree,Front end Developer,2,70000
27,Male,Bachelor's Degree,Front end Developer,3,80000
27,Male,Bachelor's Degree,Front end Developer,2,70000
28,Male,Bachelor's Degree,Front end Developer,2,70000
34,Male,Bachelor's Degree,Front end Developer,5,95000
27,Male,Bachelor's Degree,Back end Developer,2,75000
23,Male,Bachelor's Degree,Front end Developer,1,55000
28,Female,Bachelor's Degree,Front end Developer,3,80000
34,Male,Bachelor's Degree,Back end Developer,6,120000
27,Male,Bachelor's Degree,Front end Developer,2,70000
28,Male,Bachelor's Degree,Front end Developer,2,70000
27,Male,Bachelor's Degree,Front end Developer,3,80000
